Index,Nom de l'animal,Règne,Embranchement,Sous-embranchement,Classe,Sous-classe,Infra-classe,Ordre,Super-ordre,Sous-ordre,Infra-ordre,Famille,Super-famille,Sous-famille,Genre,Sous-genre,Tribu,Clade
602,Cape Hare,Animaux,Chordés,Vertébrés,Mammifères,,,Lagomorpha,,,,Leporidae,,,Lepus,,,
603,Japanese Squirrel,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Sciurus,,,
604,Bush Rat,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Muridae,Muroidea,,Rattus,,,
605,Northern Short-Tailed Shrew,Animaux,Chordés,Vertébrés,Mammifères,,,Eulipotyphla,,,,Soricidae,,,Blarina,,,
606,Rough-Toothed Dolphin,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Delphinidae,,,Steno,,,
607,Eurasian Harvest Mouse,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Muridae,Muroidea,,Micromys,,,
608,Galápagos Sea Lion,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Otariidae,,,Zalophus,,,Pinnipedia
609,Southern Three-Banded Armadillo,Animaux,Chordés,Vertébrés,Mammifères,,,Cingulata,,,,Chlamyphoridae,,Tolypeutinae,Tolypeutes,,,
610,Lumholtz's Tree-Kangaroo,Animaux,Chordés,Vertébrés,Mammifères,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Dendrolagus,,,
611,Himalayan Marmot,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Marmota,,,
612,European Mole,Animaux,Chordés,Vertébrés,Mammifères,,,Eulipotyphla,,,,Talpidae,,,Talpa,,,
613,Edible Dormouse,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Gliridae,,Glirinae,Glis,,,
614,King Colobus,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Colobus,,,
615,European Hare,Animaux,Chordés,Vertébrés,Mammifères,,,Lagomorpha,,,,Leporidae,,,Lepus,,,
616,Drill,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Mandrillus,,,
617,Risso's Dolphin,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Delphinidae,,,Grampus,,,
618,Peale's Dolphin,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Delphinidae,,,Lagenorhynchus,,,
619,Gabon Talapoin,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Miopithecus,,,
620,Greater Glider,Animaux,Chordés,Vertébrés,Mammifères,,Marsupialia,Diprotodontia,,,,Pseudocheiridae,,Hemibelideinae,Petauroides,,,
621,Hoffmann's Two-Toed Sloth,Animaux,Chordés,Vertébrés,Mammifères,,,Pilosa,,,,Megalonychidae,,,Choloepus,,,
622,Spectacled Porpoise,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Phocoenidae,,,Phocoena,,,
623,Agile Wallaby,Animaux,Chordés,Vertébrés,Mammifères,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Macropus,,,
624,Banteng,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Bovinae,Bos,,,
625,Cotton Mouse,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Cricetidae,,,Peromyscus,,Reithrodontomyini,
626,Red-Shanked Douc,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Pygathrix,,,
627,African Wild Dog,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Canidae,,Caninae,Lycaon,,Canini,
628,Indian Ocean Bottlenose Dolphin,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Delphinidae,,,Tursiops,,,
629,Red Giant Flying Squirrel,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Petaurista,,,
630,Tailless Tenrec,Animaux,Chordés,Vertébrés,Mammifères,,,Afrosoricida,,,,Tenrecidae,,Tenrecinae,Tenrec,,,
631,Townsend's Chipmunk,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Neotamias,,,
632,Silky Anteater,Animaux,Chordés,Vertébrés,Mammifères,,,Pilosa,,,,Cyclopedidae,,,Cyclopes,,,
633,Reeves's Muntjac,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,Ruminantia,,Cervidae,,Cervinae,Muntiacus,,,
634,Black Wildebeest,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Alcelaphinae,Connochaetes,,,
635,Père David's Deer,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,Ruminantia,,Cervidae,,Cervinae,Elaphurus,,,
636,Wisent,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Bovinae,Bison,,Bovini,
637,Dall's Porpoise,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Phocoenidae,,,Phocoenoides,,,
638,Bowhead Whale,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Balaenidae,,,Balaena,,,
639,South American Coati,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Procyonidae,,,Nasua,,,
640,Southern White Rhinoceros,Animaux,Chordés,Vertébrés,Mammifères,,,Perissodactyla,,,,Rhinocerotidae,,,Ceratotherium,,,
641,Red River Hog,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Suidae,,,Potamochoerus,,,
642,Spinifex Hopping Mouse,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Muridae,Muroidea,,Notomys,,,
643,Southern Bottlenose Whale,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Ziphiidae,,,Hyperoodon,,,
644,Culpeo,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Canidae,,,Lycalopex,,,
645,Pretty-Faced Wallaby,Animaux,Chordés,Vertébrés,Mammifères,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Macropus,,,
646,Lesser Kudu,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Bovinae,Tragelaphus,,,
647,Gray Whale,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Eschrichtiidae,,,Eschrichtius,,,
648,Spotted Ground Squirrel,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,Xerinae,Xerospermophilus,,Marmotini,
649,Melon-Headed Whale,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Delphinidae,,,,,,
650,Roborovski Hamster,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Cricetidae,,,Phodopus,,,
651,Spade-Toothed Whale,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Ziphiidae,,,Mesoplodon,,,
652,Goitered Gazelle,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Antilopinae,Gazella,,,
653,Cozumel Raccoon,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Procyonidae,,,Procyon,,,
654,Ryukyu Flying Fox,Animaux,Chordés,Vertébrés,Mammifères,,,Chiroptera,,,,Pteropodidae,,,Pteropus,,,
655,Common Brown Lemur,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Strepsirrhini,,Lemuridae,,,Eulemur,,,
656,Peruvian Spider Monkey,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Atelidae,,Atelinae,Ateles,,,
657,Southern Viscacha,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Chinchillidae,,,Lagidium,,,
658,Gambian Pouched Rat,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Nesomyidae,,,Cricetomys,,,
659,Rüppell's Fox,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Canidae,,,Vulpes,,,
660,Cuvier's Beaked Whale,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Ziphiidae,,,Ziphius,,,
661,Red-Tailed Monkey,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Cercopithecus,,Cercopithecini,
662,Desert Warthog,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Suidae,,,Phacochoerus,,,
663,South American Gray Fox,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Canidae,,,Lycalopex,,,
664,Northern Treeshrew,Animaux,Chordés,Vertébrés,Mammifères,,,Scandentia,,,,Tupaiidae,,,Tupaia,,,
665,Flat-Headed Cat,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Feliformia,,Felidae,,,Prionailurus,,,
666,Red-Handed Tamarin,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,,,Callitrichidae,,,Saguinus,,,
667,Olympic Marmot,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Marmota,,,
668,Malayan Civet,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,,,Viverridae,,Viverrinae,Viverra,,,
669,Giant Forest Hog,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Suidae,,,Hylochoerus,,,
670,Marsh Mongoose,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Feliformia,,Herpestidae,,Herpestinae,Atilax,,,
671,White-Tailed Antelope Squirrel,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Ammospermophilus,,,
672,Slender Mongoose,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Feliformia,,Herpestidae,,,Galerella,,,
673,Northern Tamandua,Animaux,Chordés,Vertébrés,Mammifères,,,Pilosa,,,,Myrmecophagidae,,,Tamandua,,,
674,Rodrigues Flying Fox,Animaux,Chordés,Vertébrés,Mammifères,,,Chiroptera,,,,Pteropodidae,,,Pteropus,,,
675,Masked Palm Civet,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,,,Viverridae,,,Paguma,,,
676,Golden-Headed Lion Tamarin,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,,,Callitrichidae,,,Leontopithecus,,,
677,Japanese Serow,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Caprinae,Capricornis,,,
678,Japanese Weasel,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Mustelidae,,Mustelinae,Mustela,,,
679,Spanish Ibex,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Caprinae,Capra,,,
680,Muskart,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Cricetidae,,Arvicolinae,Ondatra,,Ondatrini,
681,Sunda Pangolin,Animaux,Chordés,Vertébrés,Mammifères,,,Pholidota,,,,Manidae,,,Manis,,,
682,Harris's Antelope Squirrel,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Ammospermophilus,,,
683,Cairo Spiny Mouse,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Muridae,Muroidea,,Acomys,,,
684,Giant Eland,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Bovinae,Taurotragus,,,
685,Siberian Weasel,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Mustelidae,,Mustelinae,Mustela,,,
686,Nilgiri Marten,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Mustelidae,,,Martes,,,
687,Stump-Tailed Macaque,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Macaca,,,
688,Polynesian Rat,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Muridae,Muroidea,,Rattus,,,
689,Long-Tailed Chinchilla,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Chinchillidae,,,Chinchilla,,,
690,Western Quoll,Animaux,Chordés,Vertébrés,Mammifères,,Marsupialia,Dasyuromorphia,,,,Dasyuridae,,,Dasyurus,,,
691,Vancouver Island Wolf,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Canidae,,,Canis,,,
692,Grizzled Giant Squirrel,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Ratufa,,,
693,Pampas Deer,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,Ruminantia,,Cervidae,,Capreolinae,Ozotoceros,,,
694,Columbian Ground Squirrel,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Urocitellus,,,
695,Mexican Gray Squirrel,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Sciurus,,,
696,Tufted Gray Langur,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Colobinae,Semnopithecus,,,
697,Mona Monkey,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Cercopithecus,,Cercopithecini,
698,Gray Four-Eyed Opossum,Animaux,Chordés,Vertébrés,Mammifères,,Marsupialia,Didelphimorphia,,,,Didelphidae,,,Philander,,,
699,Hirola,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Alcelaphinae,Beatragus,,,
700,Hoary Marmot,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Marmota,,,
701,Scimitar Oryx,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Hippotraginae,Oryx,,,
702,Blond Capuchin,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,,,Cebidae,,,Sapajus,,,
703,Sitatunga,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Bovinae,Tragelaphus,,,
704,Eastern Long-Beaked Echidna,Animaux,Chordés,Vertébrés,Mammifères,,,Monotremata,,,,Tachyglossidae,,,Zaglossus,,,
705,East African Oryx,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Hippotraginae,Oryx,,,
706,Desert Woodrat,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Cricetidae,,,	Neotoma,,,
707,Hispaniolan Solenodon,Animaux,Chordés,Vertébrés,Mammifères,,,Eulipotyphla,,,,Solenodontidae,,,Solenodon,,,
708,Scrub Hare,Animaux,Chordés,Vertébrés,Mammifères,,,Lagomorpha,,,,Leporidae,,,Lepus,Proeulagus,,
709,Gervai's Beaked Whale,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Ziphiidae,,,Mesoplodon,,,
710,California Ground Squirrel,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Otospermophilus,,,
711,Big-Headed Mole-Rat,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Spalacidae,,,Tachyoryctes,,,
712,Botta's Pocket Gopher,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Geomyidae,,,Thomomys,,,
713,Short-Beaked Common Dolphin,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Delphinidae,,,Delphinus,,,
714,Siberian Ibex,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Caprinae,Capra,,,
715,Crab-Eating Raccoon,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Procyonidae,,,Procyon,,,
716,European Ground Squirrel,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Spermophilus,,,
717,Pinyon Mouse,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Cricetidae,,,Peromyscus,,Reithrodontomyini,
718,Sun Bear,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Ursidae,,Ursinae,Helarctos,,,
719,Mountain Gazelle,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Antilopinae,Gazella,,,
720,Japanese Hare,Animaux,Chordés,Vertébrés,Mammifères,,,Lagomorpha,,,,Leporidae,,,Lepus,,,
721,Brazilian Guinea Pig,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Caviidae,,,Cavia,,,
722,Variegated Squirrel,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Sciurus,,,
723,Florida Mouse,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Cricetidae,,Neotominae,Podomys,,,
724,Persian Fallow Deer,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,Ruminantia,,Cervidae,,Cervinae,Dama,,Cervini,
725,Kirk's Dik-Dik,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,,Madoqua,,,
726,Appalachian Cottontail,Animaux,Chordés,Vertébrés,Mammifères,,,Lagomorpha,,,,Leporidae,,,Sylvilagus,,,
727,Malayan Porcupine,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Hystricidae,,,Hystrix,,,
728,Long-Tongued Nectar Bat,Animaux,Chordés,Vertébrés,Mammifères,,,Chiroptera,,,,Pteropodidae,,,Macroglossus,,,
729,Speke's Gazelle,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Antilopinae,Gazella,,,
730,Domesticated Ferret,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Mustelidae,,Mustelinae,Mustela,,,
731,Domestic Guinea Pig,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Caviidae,,,Cavia,,,
732,Horsfield'd Tarsier,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,,,Tarsiidae,,,,,,
733,Black Giant Squirrel,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Ratufa,,,
734,Striped Field Mouse,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Muridae,Muroidea,Murinae,Apodemus,,,
735,White-Tailed Prairie Dog,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Cynomys,,,
736,Diana Monkey,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Cercopithecus,,Cercopithecini,
737,Colorado Chipmunk,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Neotamias,,,
738,Ring-Tailed Mongoose,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Feliformia,,Eupleridae,,,Galidia,,,
739,Merriam's Kangaroo Rat,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Heteromyidae,,,Dipodomys,,,
740,Madagascan Flying Fox,Animaux,Chordés,Vertébrés,Mammifères,,,Chiroptera,,,,Pteropodidae,,,Pteropus,,,
741,Kob,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,,Kobus,,,
742,Neotropical River Otter,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Mustelidae,,Lutrinae,Lontra,,,
743,Lesula,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Cercopithecus,,Cercopithecini,
744,Hartebeest,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Alcelaphinae,Alcelaphus,,,
745,Capped Langur,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Trachypithecus,,,
746,Central American Squirrel Monkey,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,,,Cebidae,,,Saimiri,,,
747,Formosan Rock Macaque,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Macaca,,,
748,Buffy-Headed Marmoset,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,,,Callitrichidae,,,Callithrix,,,
749,Guatemalan Black Howler,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Atelidae,,,Alouatta,,,
750,Oribi,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,,Ourebia,,,
751,Gunnison's Prairie Dog,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Cynomys,,,
752,Yellow-Pine Chipmunk,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Neotamias,,,
753,Four-Horned Antelope,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Bovinae,Tetracerus,,,
754,Lesser Spot-Nosed Monkey,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Cercopithecus,,Cercopithecini,
755,Spectacled Bear,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Ursidae,,,Tremarctos,,,
756,Golden-Crowned Sifaka,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Strepsirrhini,,Indriidae,,,Propithecus,,,
757,Persian Onager,Animaux,Chordés,Vertébrés,Mammifères,,,Perissodactyla,,,,Equidae,,,Equus,,,
758,Pyrenean Desman,Animaux,Chordés,Vertébrés,Mammifères,,,Eulipotyphla,,,,Talpidae,,Talpinae,Galemys,,Desmanini,
759,White-Fronted Brown Lemur,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Strepsirrhini,,Lemuridae,,,Eulemur,,,
760,Huemul,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,Ruminantia,,Cervidae,,Capreolinae,Hippocamelus,,,
761,Azara's Agouti,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Dasyproctidae,,,Dasyprocta,,,
762,Nilgiri Langur,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Colobinae,Semnopithecus,,,
763,Bontebok,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Alcelaphinae,Damaliscus,,,
764,Wahlberg's Epauletted Fruit Bat,Animaux,Chordés,Vertébrés,Mammifères,,,Chiroptera,,,,Pteropodidae,,,Epomophorus,,,
765,Long-Tailed Goral,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Caprinae,Naemorhedus,,,
766,Eastern Woolly Lemur,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Strepsirrhini,,Indriidae,,,Avahi,,,
767,Cliff Chipmunk,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Neotamias,,,
768,Bornean White-Bearded Gibbon,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Hylobatidae,,,Hylobates,,,
769,Black-Tufted Marmoset,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,,,Callitrichidae,,,Callithrix,,,
770,Lechwe,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,,Kobus,,,
771,Common Minke Whale,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Balaenopteridae,,,Balaenoptera,,,
772,Blainville's Beaked Whale,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,Cetacea,Ziphiidae,,,Mesoplodon,,,
773,European Water Vole,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Cricetidae,,Arvicolinae,Arvicola,,,
774,Northern Pika,Animaux,Chordés,Vertébrés,Mammifères,,,Lagomorpha,,,,Ochotonidae,,,Ochotona,,,
775,White-Lipped Peccary,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Tayassuidae,,,Tayassu,,,
776,Indian Desert Jird,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Muridae,Muroidea,,Meriones,,,
777,Moustached Tamarin,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,,,Callitrichidae,,,Saguinus,,,
778,Allen's Swamp Monkey,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Allenopithecus,,Cercopithecini,
779,Royal Antelope,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,,Neotragus,,,
780,Northern Muriqui,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,Haplorhini,Simiiformes,Atelidae,,,Brachyteles,,,
781,Geoffroy's Tamarin,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,,,Callitrichidae,,,Saguinus,,,
782,Broad-Footed Mole,Animaux,Chordés,Vertébrés,Mammifères,,,Eulipotyphla,,,,Talpidae,,,Scapanus,,,
783,Golden-Bellied Capuchin,Animaux,Chordés,Vertébrés,Mammifères,,,Primates,,,,Cebidae,,,Sapajus,,,
784,Sonoma Chipmunk,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Neotamias,,,
785,San Joaquin Antelope Squirrel,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Ammospermophilus,,,
786,Merriam's Chipmunk,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Neotamias,,,
787,Green Tree Python,Animaux,Chordés,Vertébrés,Reptiles,,,Squamata,,Serpentes,,Pythonidae,,,Morelia,,,
788,Domestic Yak,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,Bovinae,Bos,,,
789,Lyle's Flying Fox,Animaux,Chordés,Vertébrés,Mammifères,,,Chiroptera,,,,Pteropodidae,,,Pteropus,,,
790,New Holland Mouse,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Muridae,Muroidea,,Pseudomys,,,
791,Hoary Fox,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Caniformia,,Canidae,,,Lycalopex,,,
792,Common Dwarf Mongoose,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Feliformia,,Herpestidae,,,Helogale,,,
793,Grey Rhebok,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,,Pelea,,,
794,Malagasy Civet,Animaux,Chordés,Vertébrés,Mammifères,,,Carnivores,,Feliformia,,Eupleridae,,,Fossa,,,
795,Red-Necked Pademelon,Animaux,Chordés,Vertébrés,Mammifères,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Thylogale,,,
796,Chinese Hamster,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Cricetidae,,Cricetinae,Cricetulus,,,
797,Alpine Chipmunk,Animaux,Chordés,Vertébrés,Mammifères,,,Rongeurs,,,,Sciuridae,,,Neotamias,,,
798,Mountain Reedbuck,Animaux,Chordés,Vertébrés,Mammifères,,,Artiodactyla,,,,Bovidae,,,Redunca,,,
